기관코드,전체기관명,최하위기관명,차수,서열,소속기관차수,차상위기관코드,최상위기관코드,대표기관코드,유형분류_대,유형분류_중,유형분류_소,우편번호,행정동코드,소재지코드,나머지주소,지번,전화번호,팩스번호,생성일자,폐지일자,변경일자,존폐여부,이전기관코드
1492169,고용노동부 경기지방노동위원회 사무국,사무국,3.0,1.0,1.0,1492168,1492000,1492000,1.0,10.0,01,16360.0,,4111111800,경기지방노동위원회,000800021,031-258-8300,031-252-3023,20100705,,20171220.0,0,
1492170,고용노동부 경기지방노동위원회 사무국 조정과,조정과,4.0,1.0,1.0,1492169,1492000,1492000,1.0,4.0,07,16360.0,,4111111800,경기지방노동위원회,000800021,0331-258-8302,0331-252-3023,20100705,,20171220.0,0,
1492174,고용노동부 강원지방노동위원회,강원지방노동위원회,2.0,27.0,1.0,1492000,1492000,1492000,1.0,6.0,01,24233.0,,4211011200,3층 강원지방노동위원회,005130003,0361-254-2074,0361-256-0362,20100705,,20171220.0,0,
1492175,고용노동부 강원지방노동위원회 사무국,사무국,3.0,1.0,1.0,1492174,1492000,1492000,1.0,10.0,01,24233.0,,4211012100,,005130003,0361-254-2074,0361-256-0362,20100705,,20171220.0,0,
1492178,고용노동부 충북지방노동위원회,충북지방노동위원회,2.0,29.0,1.0,1492000,1492000,1492000,1.0,6.0,01,28798.0,,4311110700,5층 충북지방노동위원회,000690004,0431-255-6994,0431-252-0051,20100705,,20171220.0,0,
1492179,고용노동부 충북지방노동위원회 사무국,사무국,3.0,1.0,1.0,1492178,1492000,1492000,1.0,10.0,01,28798.0,,4311110700,,000690004,0431-255-6994,0431-252-0051,20100705,,20171220.0,0,
1492184,고용노동부 충남지방노동위원회,충남지방노동위원회,2.0,22.0,1.0,1492000,1492000,1492000,1.0,6.0,01,35208.0,,3017011200,2동 12층 충남지방노동위원회,013030000,042-483-3180,042-483-3184,20100705,,20171220.0,0,
1492185,고용노동부 충남지방노동위원회 사무국,사무국,3.0,1.0,1.0,1492184,1492000,1492000,1.0,10.0,01,35208.0,,3017011200,,013030000,042-483-3181,042-483-3184,20100705,,20171220.0,0,
1492186,고용노동부 충남지방노동위원회 사무국 조정과,조정과,4.0,1.0,1.0,1492185,1492000,1492000,1.0,4.0,07,35208.0,,3017011200,,013030000,042-483-3182,042-483-3184,20100705,,20171220.0,0,
1492187,고용노동부 충남지방노동위원회 사무국 심판과,심판과,4.0,2.0,1.0,1492185,1492000,1492000,1.0,4.0,07,35208.0,,3017011200,,013030000,042-483-3183,042-483-3184,20100705,,20171220.0,0,
1492190,고용노동부 전북지방노동위원회,전북지방노동위원회,2.0,30.0,1.0,1492000,1492000,1492000,1.0,6.0,01,55014.0,,4511110500,전북지방노동위원회,001040032,0652-246-1502,0652-246-1504,20100705,,20171220.0,0,
1492191,고용노동부 전북지방노동위원회 사무국,사무국,3.0,1.0,1.0,1492190,1492000,1492000,1.0,10.0,01,55014.0,,4511110500,,001040032,0652-246-1502,0652-246-1504,20100705,,20171220.0,0,
1492194,고용노동부 전남지방노동위원회,전남지방노동위원회,2.0,23.0,1.0,1492000,1492000,1492000,1.0,6.0,01,61011.0,,2917010500,저층부 7층,000010003,062-526-4271,062-526-4273,20100705,,20171220.0,0,
1492195,고용노동부 전남지방노동위원회 사무국,사무국,3.0,1.0,1.0,1492194,1492000,1492000,1.0,10.0,01,61011.0,,2917010500,,000010003,062-526-4272,062-526-4273,20100705,,20171220.0,0,
1492196,고용노동부 전남지방노동위원회 사무국 조정과,조정과,4.0,1.0,1.0,1492195,1492000,1492000,1.0,4.0,07,61011.0,,2917010500,,000010003,062-522-4242,062-526-4273,20100705,,20171220.0,0,
1492197,고용노동부 전남지방노동위원회 사무국 심판과,심판과,4.0,2.0,1.0,1492195,1492000,1492000,1.0,4.0,07,61011.0,,2917010500,,000010003,062-522-4242,062-526-4273,20100705,,20171220.0,0,
1492202,고용노동부 경북지방노동위원회,경북지방노동위원회,2.0,24.0,1.0,1492000,1492000,1492000,1.0,6.0,01,42140.0,,2714010200,경북지방노동위원회,003000012,053-752-9701,,20100705,,20171220.0,0,
1492203,고용노동부 경북지방노동위원회 사무국,사무국,3.0,1.0,1.0,1492202,1492000,1492000,1.0,10.0,01,42140.0,,2714010200,,003000012,053-752-9791,053-752-2314,20100705,,20171220.0,0,
1492204,고용노동부 경북지방노동위원회 사무국 조정과,조정과,4.0,1.0,1.0,1492203,1492000,1492000,1.0,4.0,07,42140.0,,2714010200,,003000012,053-752-8247,053-752-2314,20100705,,20171220.0,0,
1492205,고용노동부 경북지방노동위원회 사무국 심판과,심판과,4.0,3.0,1.0,1492203,1492000,1492000,1.0,4.0,07,42140.0,,2714010200,,003000012,053-752-8248,053-752-2314,20100705,,20171220.0,0,
1492210,고용노동부 경남지방노동위원회,경남지방노동위원회,2.0,25.0,1.0,1492000,1492000,1492000,1.0,6.0,01,51393.0,,4811015300,10층 경남지방노동위원회,000730006,051-62-5081,051-81-9069,20100705,,20171220.0,0,
1492211,고용노동부 경남지방노동위원회 사무국,사무국,3.0,1.0,1.0,1492210,1492000,1492000,1.0,10.0,01,51393.0,,4811015300,,000730006,0551-283-6779,0551-281-9069,20100705,,20171220.0,0,
1492212,고용노동부 경남지방노동위원회 사무국 조정과,조정과,4.0,1.0,1.0,1492211,1492000,1492000,1.0,4.0,07,51393.0,,4811015300,,000730006,0551-266-1744,0551-281-9069,20100705,,20171220.0,0,
1492213,고용노동부 경남지방노동위원회 사무국 심판과,심판과,4.0,2.0,1.0,1492211,1492000,1492000,1.0,4.0,07,51393.0,,4811015300,,000730006,0551-266-1744,0551-281-9069,20100705,,20171220.0,0,
1492865,고용노동부 최저임금위원회,최저임금위원회,2.0,31.0,1.0,1492000,1492000,1492000,1.0,12.0,03,,,,,,,,20100705,,20190705.0,0,
1492866,고용노동부 최저임금위원회 사무국,사무국,3.0,2.0,1.0,1492865,1492000,1492000,1.0,6.0,03,,,,,,,,20100705,,20190705.0,0,
1492867,고용노동부 기획조정실 정책기획관 양성평등정책담당관,양성평등정책담당관,4.0,4.0,0.0,1493639,1492000,1492000,1.0,5.0,30,,,,,,,,20190507,,20190502.0,0,
1492873,고용노동부 서울지방노동위원회 사무국 심판3과,심판3과,4.0,5.0,1.0,1492141,1492000,1492000,1.0,4.0,07,,,,,,,,20200630,,20200625.0,0,
1492877,고용노동부 중부지방고용노동청 인천고용센터 취업지원총괄과,취업지원총괄과,4.0,1.0,1.0,1494420,1492000,1492000,1.0,4.0,07,,,,,,,,20210101,,20201230.0,0,
1492878,고용노동부 부산지방고용노동청 부산고용센터 취업지원총괄과,취업지원총괄과,4.0,1.0,1.0,1494124,1492000,1492000,1.0,4.0,07,,,,,,,,20210101,,20201230.0,0,
1492879,고용노동부 대구지방고용노동청 대구고용센터 취업지원총괄과,취업지원총괄과,4.0,1.0,1.0,1494525,1492000,1492000,1.0,4.0,07,,,,,,,,20210101,,20201230.0,0,
1492880,고용노동부 서울지방고용노동청 서울고용센터 취업지원총괄과,취업지원총괄과,4.0,1.0,1.0,1493945,1492000,1492000,1.0,4.0,07,,,,,,,,20210101,,20201230.0,0,
1492881,고용노동부 광주지방고용노동청 광주고용센터 취업지원총괄과,취업지원총괄과,4.0,1.0,1.0,1494354,1492000,1492000,1.0,4.0,07,,,,,,,,20210101,,20201230.0,0,
1492882,고용노동부 대전지방고용노동청 대전고용센터 취업지원총괄과,취업지원총괄과,4.0,1.0,1.0,1494543,1492000,1492000,1.0,4.0,07,,,,,,,,20210101,,20201230.0,0,
1492883,고용노동부 서울지방고용노동청 서울고용센터 국민취업지원과,국민취업지원과,4.0,3.0,1.0,1493945,1492000,1492000,1.0,4.0,07,,,,,,,,20210101,,20201230.0,0,
1492886,고용노동부 대구지방고용노동청 대구고용센터 국민취업지원과,국민취업지원과,4.0,3.0,1.0,1494525,1492000,1492000,1.0,4.0,07,,,,,,,,20210101,,20201230.0,0,
1492887,고용노동부 부산지방고용노동청 부산고용센터 국민취업지원과,국민취업지원과,4.0,3.0,1.0,1494124,1492000,1492000,1.0,4.0,07,,,,,,,,20210101,,20201230.0,0,
1492888,고용노동부 대전지방고용노동청 대전고용센터 국민취업지원과,국민취업지원과,4.0,3.0,1.0,1494543,1492000,1492000,1.0,4.0,07,,,,,,,,20210101,,20201230.0,0,
1492889,고용노동부 고용정책실 고용서비스정책관 국민취업지원기획팀,국민취업지원기획팀,4.0,5.0,0.0,1493724,1492000,1492000,1.0,4.0,07,,,,,,,,20210101,,20231128.0,0,
1492894,고용노동부 서울지방고용노동청 근로문화개선지원과,근로문화개선지원과,3.0,7.0,1.0,1493944,1492000,1492000,1.0,4.0,07,,,,,,,,20210225,,20210218.0,0,
1492898,고용노동부 서울지방고용노동청 서울강남지청 근로문화개선지원과,근로문화개선지원과,4.0,4.0,2.0,1493957,1492000,1492000,1.0,4.0,07,,,,,,,,20210225,,20210218.0,0,
1492899,고용노동부 대전지방고용노동청 천안지청 근로문화개선지원과,근로문화개선지원과,4.0,4.0,2.0,1494401,1492000,1492000,1.0,4.0,07,,,,,,,,20210225,,20210218.0,0,
1492900,고용노동부 부산지방고용노동청 창원지청 근로문화개선지원과,근로문화개선지원과,4.0,5.0,2.0,1494244,1492000,1492000,1.0,4.0,07,,,,,,,,20210225,,20210218.0,0,
1492901,고용노동부 부산지방고용노동청 울산지청 근로문화개선지원과,근로문화개선지원과,4.0,5.0,2.0,1494254,1492000,1492000,1.0,4.0,07,,,,,,,,20210225,,20210218.0,0,
1492902,고용노동부 중부지방고용노동청 성남지청 근로문화개선지원과,근로문화개선지원과,4.0,6.0,2.0,1494499,1492000,1492000,1.0,4.0,07,,,,,,,,20210225,,20210218.0,0,
1492903,고용노동부 중부지방고용노동청 경기지청 근로문화개선지원과,근로문화개선지원과,4.0,7.0,2.0,1494648,1492000,1492000,1.0,4.0,07,,,,,,,,20210225,,20210218.0,0,
1492908,고용노동부 서울지방고용노동청 서울북부지청 강북성북고용센터,강북성북고용센터,4.0,2.0,2.0,1493996,1492000,1492000,1.0,4.0,07,,,,,,,,20210601,,20221212.0,0,
1492909,고용노동부 서울지방고용노동청 서울동부지청 성동광진고용센터,성동광진고용센터,4.0,2.0,2.0,1493970,1492000,1492000,1.0,4.0,07,,,,,,,,20210601,,20221212.0,0,
1492910,고용노동부 산업안전보건본부,산업안전보건본부,2.0,15.0,0.0,1492000,1492000,1492000,1.0,4.0,03,,,,,,,,20210701,,20221012.0,0,
1492911,고용노동부 산업안전보건본부 산업안전보건정책관,산업안전보건정책관,3.0,1.0,0.0,1492910,1492000,1492000,1.0,5.0,28,,,,,,,,20210701,,20230516.0,0,
1492912,고용노동부 산업안전보건본부 산재예방감독정책관,산재예방감독정책관,3.0,2.0,0.0,1492910,1492000,1492000,1.0,5.0,28,,,,,,,,20210701,,20230516.0,0,
1492915,고용노동부 부산지방고용노동청 건설산재지도과,건설산재지도과,3.0,12.0,1.0,1494123,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20221212.0,0,
1492917,고용노동부 중부지방고용노동청 건설산재지도과,건설산재지도과,3.0,11.0,1.0,1494419,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492921,고용노동부 서울지방고용노동청 건설산재지도과,건설산재지도과,3.0,13.0,1.0,1493944,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492922,고용노동부 광주지방고용노동청 제주산재예방지도팀,제주산재예방지도팀,3.0,13.0,1.0,1494162,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492923,고용노동부 대전지방고용노동청 건설산재지도과,건설산재지도과,3.0,14.0,1.0,1494163,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492924,고용노동부 대구지방고용노동청 건설산재지도과,건설산재지도과,3.0,14.0,1.0,1494137,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492925,고용노동부 광주지방고용노동청 건설산재지도과,건설산재지도과,3.0,14.0,1.0,1494162,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492926,고용노동부 산업안전보건본부 산재예방감독정책관 안전보건감독기획과,안전보건감독기획과,4.0,1.0,0.0,1492912,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492927,고용노동부 산업안전보건본부 산업안전보건정책관 산업안전보건정책과,산업안전보건정책과,4.0,1.0,0.0,1492911,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492928,고용노동부 산업안전보건본부 산업안전보건정책관 산재보상정책과,산재보상정책과,4.0,2.0,0.0,1492911,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492929,고용노동부 산업안전보건본부 산재예방감독정책관 산재예방지원과,산재예방지원과,4.0,2.0,0.0,1492912,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492930,고용노동부 산업안전보건본부 산업안전보건정책관 산업안전기준과,산업안전기준과,4.0,3.0,0.0,1492911,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492931,고용노동부 산업안전보건본부 산재예방감독정책관 건설산재예방정책과,건설산재예방정책과,4.0,3.0,0.0,1492912,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492932,고용노동부 대전지방고용노동청 서산출장소 산재예방지도팀,산재예방지도팀,4.0,4.0,2.0,1494939,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492933,고용노동부 산업안전보건본부 산재예방감독정책관 중대산업재해감독과,중대산업재해감독과,4.0,4.0,0.0,1492912,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492934,고용노동부 산업안전보건본부 산업안전보건정책관 산업보건기준과,산업보건기준과,4.0,4.0,0.0,1492911,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492935,고용노동부 산업안전보건본부 산업안전보건정책관 직업건강증진팀,직업건강증진팀,4.0,5.0,0.0,1492911,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20240607.0,0,
1492936,고용노동부 산업안전보건본부 산재예방감독정책관 화학사고예방과,화학사고예방과,4.0,5.0,0.0,1492912,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492937,고용노동부 대전지방고용노동청 천안지청 건설산재지도과,건설산재지도과,4.0,8.0,2.0,1494401,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20240607.0,0,
1492938,고용노동부 부산지방고용노동청 울산지청 건설산재지도과,건설산재지도과,4.0,8.0,2.0,1494254,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492939,고용노동부 대구지방고용노동청 포항지청 건설산재지도과,건설산재지도과,4.0,9.0,2.0,1494158,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20240607.0,0,
1492940,고용노동부 광주지방고용노동청 전주지청 건설산재지도과,건설산재지도과,4.0,10.0,2.0,1494366,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20240607.0,0,
1492942,고용노동부 중부지방고용노동청 성남지청 건설산재지도과,건설산재지도과,4.0,11.0,2.0,1494499,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20240607.0,0,
1492943,고용노동부 중부지방고용노동청 경기지청 건설산재지도과,건설산재지도과,4.0,11.0,2.0,1494648,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20210624.0,0,
1492944,고용노동부 중부지방고용노동청 의정부지청 건설산재지도과,건설산재지도과,4.0,13.0,2.0,1494482,1492000,1492000,1.0,4.0,07,,,,,,,,20210701,,20240607.0,0,
1492945,고용노동부 경기지방노동위원회 상임위원,상임위원,3.0,3.0,1.0,1492168,1492000,1492000,1.0,3.0,01,,,,,,,,20100705,,20211213.0,0,
1492946,고용노동부 부산지방노동위원회 상임위원,상임위원,3.0,1.0,1.0,1492154,1492000,1492000,1.0,3.0,01,,,,,,,,20100705,,20211214.0,0,
1492947,고용노동부 중앙노동위원회 상임위원,상임위원,3.0,2.0,1.0,1492130,1492000,1492000,1.0,3.0,01,,,,,,,,20100705,,20211216.0,0,
1492948,고용노동부 서울지방노동위원회 상임위원,상임위원,3.0,2.0,1.0,1492140,1492000,1492000,1.0,3.0,01,,,,,,,,20100705,,20211216.0,0,
1492958,고용노동부 최저임금위원회 상임위원,상임위원,3.0,2.0,1.0,1492865,1492000,1492000,1.0,3.0,01,,,,,,,,20100705,,20211216.0,0,
1492959,고용노동부 산업재해보상보험재심사위원회 상임위원,상임위원,3.0,2.0,1.0,1493691,1492000,1492000,1.0,3.0,01,,,,,,,,20100705,,20211216.0,0,
1492960,고용노동부 직업능력정책국 기업훈련지원과,기업훈련지원과,3.0,4.0,0.0,1494744,1492000,1492000,1.0,4.0,07,,,,,,,,20220127,,20220121.0,0,
1492964,고용노동부 중앙노동위원회 상임위원2,상임위원2,3.0,3.0,1.0,1492130,1492000,1492000,1.0,3.0,01,,,,,,,,20100705,,20220810.0,0,
1492965,고용노동부 서울지방노동위원회 상임위원2,상임위원2,3.0,3.0,1.0,1492140,1492000,1492000,1.0,3.0,01,,,,,,,,20100705,,20220810.0,0,
1492966,고용노동부 서울지방노동위원회 상임위원3,상임위원3,3.0,4.0,1.0,1492140,1492000,1492000,1.0,3.0,01,,,,,,,,20100705,,20220810.0,0,
1492967,고용노동부 경기지방노동위원회 상임위원2,상임위원2,3.0,3.0,1.0,1492168,1492000,1492000,1.0,3.0,01,,,,,,,,20100705,,20220810.0,0,
1492970,고용노동부 고용정책실 노동시장정책관 기업일자리지원과,기업일자리지원과,4.0,3.0,0.0,1493862,1492000,1492000,1.0,4.0,07,,,,,,,,20230101,,20221227.0,0,
1492971,고용노동부 노동정책실 근로기준정책관 근로감독기획과,근로감독기획과,4.0,2.0,0.0,1494748,1492000,1492000,1.0,4.0,07,,,,,,,,20230201,,20230130.0,0,
1492972,고용노동부 노동정책실 노동개혁정책관,노동개혁정책관,3.0,1.0,0.0,1494582,1492000,1492000,1.0,5.0,28,,,,,,,,20230411,,20230408.0,0,
1492973,고용노동부 중부지방고용노동청 광역중대재해수사과,광역중대재해수사과,3.0,9.0,1.0,1494419,1492000,1492000,1.0,4.0,07,,,,,,,,20230411,,20230408.0,0,
1492974,고용노동부 부산지방고용노동청 광역중대재해수사과,광역중대재해수사과,3.0,10.0,1.0,1494123,1492000,1492000,1.0,4.0,07,,,,,,,,20230411,,20230408.0,0,
1492975,고용노동부 광주지방고용노동청 광역중대재해수사과,광역중대재해수사과,3.0,11.0,1.0,1494162,1492000,1492000,1.0,4.0,07,,,,,,,,20230411,,20230408.0,0,
1492976,고용노동부 서울지방고용노동청 광역중대재해수사과,광역중대재해수사과,3.0,11.0,1.0,1493944,1492000,1492000,1.0,4.0,07,,,,,,,,20230411,,20230408.0,0,
1492977,고용노동부 대전지방고용노동청 광역중대재해수사과,광역중대재해수사과,3.0,12.0,1.0,1494163,1492000,1492000,1.0,4.0,07,,,,,,,,20230411,,20230408.0,0,
1492978,고용노동부 대구지방고용노동청 광역중대재해수사과,광역중대재해수사과,3.0,12.0,1.0,1494137,1492000,1492000,1.0,4.0,07,,,,,,,,20230411,,20230408.0,0,
1492979,고용노동부 노동정책실 노동개혁정책관 노동개혁총괄과,노동개혁총괄과,4.0,1.0,0.0,1492972,1492000,1492000,1.0,4.0,07,,,,,,,,20230411,,20230408.0,0,
1492981,고용노동부 노동정책실 노동개혁정책관 임금근로시간정책과,임금근로시간정책과,4.0,2.0,0.0,1492972,1492000,1492000,1.0,4.0,07,,,,,,,,20230411,,20250411.0,0,
1492982,고용노동부 노동정책실 노동개혁정책관 공공노사관계과,공공노사관계과,4.0,3.0,0.0,1492972,1492000,1492000,1.0,4.0,07,,,,,,,,20230411,,20250411.0,0,
1492984,고용노동부 중부지방고용노동청 경기지청 광역중대재해수사과,광역중대재해수사과,4.0,9.0,2.0,1494648,1492000,1492000,1.0,4.0,07,,,,,,,,20230411,,20230408.0,0,
1492986,고용노동부 산업안전보건본부 중대재해감축로드맵이행추진단,중대재해감축로드맵이행추진단,3.0,3.0,0.0,1492910,1492000,1492000,1.0,4.0,03,,,,,,,,20230519,,20230516.0,0,
1492987,고용노동부 산업안전보건본부 중대재해감축로드맵이행추진단 부단장,부단장,4.0,1.0,0.0,1492986,1492000,1492000,1.0,4.0,07,,,,,,,,20230519,,20230516.0,0,
1492988,고용노동부 산업안전보건본부 중대재해감축로드맵이행추진단 로드맵이행총괄팀,로드맵이행총괄팀,4.0,2.0,0.0,1492986,1492000,1492000,1.0,4.0,07,,,,,,,,20230519,,20230516.0,0,
1492989,고용노동부 산업안전보건본부 중대재해감축로드맵이행추진단 안전문화협력팀,안전문화협력팀,4.0,3.0,0.0,1492986,1492000,1492000,1.0,4.0,07,,,,,,,,20230519,,20230516.0,0,
1492990,고용노동부 중부지방고용노동청 인천고용센터 국민취업지원과,국민취업지원과,4.0,3.0,1.0,1494420,1492000,1492000,1.0,4.0,07,,,,,,,,20231001,,20230925.0,0,
1492991,고용노동부 광주지방고용노동청 광주고용센터 국민취업지원과,국민취업지원과,4.0,3.0,1.0,1494354,1492000,1492000,1.0,4.0,07,,,,,,,,20231001,,20230925.0,0,
1492992,고용노동부 대변인 홍보담당관,홍보담당관,3.0,1.0,0.0,1493687,1492000,1492000,1.0,5.0,30,,,,,,,,20231229,,20231227.0,0,
1492995,고용노동부 노동정책실 노동개혁정책관 미조직근로자지원과,미조직근로자지원과,4.0,4.0,0.0,1492972,1492000,1492000,1.0,4.0,07,,,,,,,,20240610,,20250411.0,0,
1492996,고용노동부 대전지방고용노동청 천안지청 광역중대재해수사과,광역중대재해수사과,4.0,6.0,2.0,1494401,1492000,1492000,1.0,4.0,07,,,,,,,,20240610,,20240607.0,0,
1492997,고용노동부 부산지방고용노동청 창원지청 광역중대재해수사과,광역중대재해수사과,4.0,7.0,2.0,1494244,1492000,1492000,1.0,4.0,07,,,,,,,,20240610,,20240607.0,0,
1492998,고용노동부 대구지방고용노동청 포항지청 광역중대재해수사과,광역중대재해수사과,4.0,7.0,2.0,1494158,1492000,1492000,1.0,4.0,07,,,,,,,,20240610,,20240607.0,0,
1492999,고용노동부 광주지방고용노동청 전주지청 광역중대재해수사과,광역중대재해수사과,4.0,8.0,2.0,1494366,1492000,1492000,1.0,4.0,07,,,,,,,,20240610,,20240607.0,0,
1493000,고용노동부 중부지방고용노동청 성남지청 광역중대재해수사과,광역중대재해수사과,4.0,9.0,2.0,1494499,1492000,1492000,1.0,4.0,07,,,,,,,,20240610,,20240607.0,0,
1493001,고용노동부 중부지방고용노동청 의정부지청 광역중대재해수사과,광역중대재해수사과,4.0,11.0,2.0,1494482,1492000,1492000,1.0,4.0,07,,,,,,,,20240610,,20240607.0,0,
1493002,고용노동부 감사관 민원운영팀,민원운영팀,3.0,2.0,0.0,1492006,1492000,1492000,1.0,5.0,30,,,,,,,,20240923,,20240912.0,0,
1493003,고용노동부 기획조정실 국제협력관 국제개발협력팀,국제개발협력팀,4.0,3.0,0.0,1493640,1492000,1492000,1.0,5.0,30,,,,,,,,20240923,,20250516.0,0,
1493004,고용노동부 기획조정실 정책기획관 지능정보화기획팀,지능정보화기획팀,4.0,6.0,0.0,1493639,1492000,1492000,1.0,5.0,30,,,,,,,,20240923,,20240912.0,0,
1493005,고용노동부 노동정책실 노동개혁정책관 노동행정인공지능혁신과,노동행정인공지능혁신과,4.0,5.0,0.0,1492972,1492000,1492000,1.0,4.0,07,,,,,,,,20250415,,20250411.0,0,
1493006,고용노동부 고용정책실 고용서비스정책관 고용센터혁신추진단,고용센터혁신추진단,4.0,6.0,0.0,1493724,1492000,1492000,1.0,4.0,07,,,,,,,,20250421,,20250417.0,0,
1493609,고용노동부 중앙노동위원회 사무처,사무처,3.0,1.0,1.0,1492130,1492000,1492000,1.0,10.0,02,30117.0,,1144010200,"정부세종청사 11동 3층, 4층",003700004,,,20100705,,20171220.0,0,
1493610,고용노동부 중앙노동위원회 사무처 기획총괄과,기획총괄과,4.0,1.0,1.0,1493609,1492000,1492000,1.0,4.0,07,30117.0,,1144010200,"정부세종청사 11동 3층, 4층",003700004,,,20100705,,20170516.0,0,
